all-corrupted-0,0.34948587419831584,0.8518538305056071,0.46452236429561405,0.7862656803022209,100,1e-05
all-corrupted-45,0.4612779013652528,0.7844855219319993,0.48844393743660414,0.7587648761467981,100,1e-05
all-corrupted-90,0.5112224037046806,0.7489582220067936,0.5291788749092451,0.7338372466647767,100,1e-05
all-corrupted-135,0.5236828612496627,0.7436157709348022,0.5248646195552555,0.7481505307172724,100,1e-05
all-corrupted-180,0.5512405233112382,0.7196815898816088,0.5518385278101173,0.7277259569376678,100,1e-05
training-corrupted-0,0.36172958376099634,0.8430387861632628,0.467826751237822,0.78690897398495,100,1e-05
training-corrupted-45,0.4648046303870446,0.7791964953138554,0.44403308570557526,0.7997748471794116,100,1e-05
training-corrupted-90,0.5032249873348607,0.7583075115117447,0.5110534456773907,0.7510453521841092,100,1e-05
training-corrupted-135,0.5280585398670444,0.7399829041819017,0.5228982623193225,0.7397877130526828,100,1e-05
training-corrupted-180,0.540723644642,0.7266267763395214,0.5486123012879072,0.7193631393114215,100,1e-05
validation-corrupted-0,0.3449217536400011,0.849610001074859,0.45589731960060437,0.7935027339980701,100,1e-05
validation-corrupted-45,0.3425809183568065,0.8551661502042506,0.5153592995659413,0.7544226439561289,100,1e-05
validation-corrupted-90,0.34758970094919334,0.8500908216817191,0.6187429410079239,0.6847861048376955,100,1e-05
validation-corrupted-135,0.34464008186678435,0.8522278020773985,0.6460152972967689,0.6643615310389193,100,1e-05
validation-corrupted-180,0.35446128175291497,0.8479538412350902,0.7045221241504366,0.645706014814926,100,1e-05
