control-0,0.5809570241635031,0.7078085640816004,0.629434304913198,0.6318897633101996,100,1e-05
control-45,0.5901253330016917,0.6838790931989924,0.6374130901389234,0.6377952741825674,100,1e-05
control-90,0.5908016164597095,0.681360201511335,0.6432914912231326,0.643700786462919,100,1e-05
control-135,0.5972602505527755,0.6769521407576592,0.6631555294427346,0.5925196841007142,100,1e-05
control-180,0.5919409735076674,0.6675062973793567,0.6513930836061793,0.6122047258174326,100,1e-05
training-corrupted-180,0.6306162047145949,0.6605793447878859,0.6461632190726874,0.6417322848725506,100,1e-05
training-corrupted-135,0.6314873434134034,0.6416876571304552,0.6331809346131453,0.6653543316473173,100,1e-05
training-corrupted-90,0.636120869771059,0.6448362718901646,0.6463016872330913,0.6299212612505034,100,1e-05
training-corrupted-45,0.6190140118226597,0.6335012591455685,0.6407576297211834,0.6220472426865045,100,1e-05
training-corrupted-0,0.6050751129686082,0.6738035265985004,0.6511193218193655,0.6377952751212232,100,1e-05
validation-corrupted-0,0.5857535582645714,0.6731738035264484,0.6443519507806132,0.6102362209417689,100,1e-05
validation-corrupted-45,0.5907532709371534,0.6794710324453167,0.6507630395138357,0.592519685978026,100,1e-05
validation-corrupted-90,0.595315311957967,0.6681360198508582,0.6169550334374736,0.6515748024456144,100,1e-05
validation-corrupted-135,0.6015288290809324,0.6568010078569504,0.6446081296665462,0.612204723705457,100,1e-05
validation-corrupted-180,0.5768803452664719,0.6832493701269404,0.6557616694705692,0.6023622061323932,100,1e-05
all-corrupted-180,0.6351228782752298,0.639798488815125,0.6180981125418595,0.6515748026802783,100,1e-05
all-corrupted-135,0.626237234630873,0.6423173800523696,0.63790263294235,0.6535433080252699,100,1e-05
all-corrupted-90,0.6333495635229635,0.628463476070529,0.6469965065558125,0.6437007866975829,100,1e-05
all-corrupted-45,0.6220693254951266,0.6448362721904399,0.654616176143406,0.6240157470928402,100,1e-05
all-corrupted-0,0.5868433563775319,0.6870277078085643,0.6441069705279794,0.6338582663085517,100,1e-05
