classifier-v4-cancer-rotation-000,0.0010809730665092016,1.0,2.7875220175142643,0.6259259263674418
classifier-v4-cancer-rotation-020,0.16248399349544151,0.941435768111827,1.7188147562521476,0.6574074074074074
classifier-v4-cancer-rotation-030,0.09639100500990071,0.9678841309823678,1.711447431423046,0.6648148134902672
classifier-v4-cancer-rotation-040,0.1437489438229604,0.9426952139556558,1.5071515520413716,0.6814814814814815
classifier-v4-cancer-rotation-050,0.2450642757661997,0.9017632238810849,1.3134208617386995,0.6481481485896641
classifier-v4-cancer-rotation-060,0.207514814563302,0.913098236625681,1.534073634280099,0.6481481494726958
classifier-v4-cancer-rotation-070,0.23489162551065537,0.90428211571888,1.2735183486232051,0.6351851851851852
classifier-v4-cancer-rotation-080,0.2742206909944789,0.8702770783859176,0.9889000963281702,0.6759259259259259
classifier-v4-cancer-rotation-090,0.3181729456339435,0.8576826199476304,0.9032559271211977,0.6425925912680449
classifier-v4-cancer-rotation-100,0.41264656936792043,0.8129722923415734,0.8816583964559767,0.662962962521447
classifier-v4-cancer-rotation-110,0.3840540213608922,0.8192695212604417,0.7658897316014325,0.6703703712534022
classifier-v4-cancer-rotation-120,0.37983036927071867,0.8268261966236893,0.8404351971767566,0.6555555551140396
classifier-v4-cancer-rotation-130,0.4036662098142302,0.8073047857440689,0.7910049045527423,0.6611111097865634
classifier-v4-cancer-rotation-140,0.37644824468218707,0.8167506295727842,0.7732747439984922,0.6814814828060292
classifier-v4-cancer-rotation-150,0.4532638247352403,0.7783375313360085,0.6988663894158823,0.6388888897719207
classifier-v4-cancer-rotation-160,0.4906275515592369,0.7487405544564466,0.7859742937264619,0.6444444448859603
classifier-v4-cancer-rotation-170,0.5016237279630128,0.7512594456936911,0.7552744220804285,0.6574074065243757
classifier-v4-cancer-rotation-180,0.4721993541237089,0.7676322419637397,0.6563052113409396,0.6962962954132645
classifier-v4-cancer-rotation-000,0.020639247282100866,0.9987405541561712,2.6730608180717184,0.627777776894746
classifier-v4-cancer-rotation-010,0.0026337137185998955,1.0,2.581688117980957,0.6240740749571059
classifier-v4-cancer-rotation-190,0.5090447258138536,0.7525188915375198,0.6376594512550919,0.6888888891096469
classifier-v4-cancer-rotation-200,0.46887057088784667,0.7619647352160975,0.6189428506074128,0.6888888893304048
classifier-v4-cancer-rotation-210,0.48415067409087786,0.7613350128947337,0.6703229383186058,0.6407407411822567
classifier-v4-cancer-rotation-220,0.48346256038704205,0.7562972293692812,0.7240809935110587,0.6574074065243757
classifier-v4-cancer-rotation-230,0.46874733926066825,0.7701511338015348,0.9365118861198425,0.627777776894746
classifier-v4-cancer-rotation-240,0.49044771804016846,0.7443324935526331,0.6888653287181148,0.6370370374785529
classifier-v4-cancer-rotation-250,0.4844399417377539,0.7418136018649757,0.6998160768438269,0.6314814819229974
classifier-v4-cancer-rotation-260,0.44608188666384524,0.7789672547083357,0.9025148577160306,0.6425925939171403
classifier-v4-cancer-rotation-270,0.4796059552007718,0.7581863976846114,0.6933296278670982,0.6814814805984497
classifier-v4-cancer-rotation-280,0.4738103613745355,0.7720403021168649,0.7078141216878537,0.6666666675496984
classifier-v4-cancer-rotation-290,0.4451330962499383,0.7921914360685373,0.7295742891452931,0.6185185176354867
classifier-v4-cancer-rotation-300,0.4922371626801094,0.7449622169249605,0.6737671039722584,0.6611111111111111
classifier-v4-cancer-rotation-310,0.5034236540121756,0.7481108310841192,0.6531660892345287,0.6648148152563307
classifier-v4-cancer-rotation-320,0.47540425969010935,0.7644836272040302,0.7468958497047424,0.6462962954132645
classifier-v4-cancer-rotation-330,0.5105573614538467,0.7336272041803643,0.6797012624917207,0.6333333337748492
classifier-v4-cancer-rotation-340,0.47621579884882237,0.7569269519909203,0.7922976352550365,0.6111111097865635
classifier-v4-cancer-rotation-350,0.4814611262728645,0.7676322421138773,0.7641780583946793,0.6574074060828597
classifier-v4-cancer-rotation-360,0.5004165468348063,0.748740553855896,0.7866462592725401,0.6203703708118863
