cancer-noise-015-control,0.6728637024797781,0.5969773299748111,0.6727687879844948,0.6018518514103359,5,1e-05,0,0,0.5925925925925926,0.4222222222222222,0.5063291139240507
cancer-noise-015-control,0.6699901046020258,0.5913098236775819,0.6736963046921625,0.5796296291881138,5,1e-05,0,0,0.7037037037037037,0.27037037037037037,0.4909560723514212
cancer-noise-015-control,0.6769221270414684,0.5761964734014996,0.6798198254020126,0.5648148161393625,5,1e-05,0,0,0.5888888888888889,0.40370370370370373,0.496875
cancer-noise-015-control,0.6722393951728302,0.5957178844312576,0.6752183145946926,0.575925925925926,5,1e-05,0,0,0.5925925925925926,0.4222222222222222,0.5063291139240507
cancer-noise-015-control,0.6755516336907067,0.586901763374319,0.6675922464441371,0.5999999991169682,5,1e-05,0,0,0.6,0.37777777777777777,0.4909090909090909
cancer-noise-015-control,0.6762312092168505,0.5711586901763224,0.6849978672133552,0.5574074065243756,5,1e-05,0,0,0.16296296296296298,0.8222222222222222,0.4782608695652174
cancer-noise-015-control,0.6759251434196453,0.5755667509299982,0.6683985617425706,0.6074074060828597,5,1e-05,0,0,0.5703703703703704,0.5518518518518518,0.56
cancer-noise-015-control,0.6748423962208726,0.5963476069027591,0.688106977056574,0.5314814819229974,5,1e-05,0,0,0.8074074074074075,0.22962962962962963,0.5117370892018779
cancer-noise-015-control,0.6795877347364834,0.5793450883113467,0.6776742948426141,0.5666666679912143,5,1e-05,0,0,0.7037037037037037,0.32592592592592595,0.510752688172043
cancer-noise-015-control,0.6746214776855872,0.5837531486896784,0.6762252087946291,0.55,5,1e-05,0,0,0.7185185185185186,0.2518518518518518,0.4898989898989899
cancer-noise-015-control,0.6759097211306881,0.5969773301249487,0.6752666310027794,0.5777777773362619,5,1e-05,0,0,0.7111111111111111,0.2518518518518518,0.4873096446700508
cancer-noise-015-control,0.6660596201341759,0.6020151134251948,0.678777955196522,0.6037037030414298,5,1e-05,0,0,0.3962962962962963,0.6148148148148148,0.5071090047393365
cancer-noise-015-all-corrupted,0.4947784097879299,0.8217884132483744,0.662928894272557,0.6018518531763996,100,1e-05,0,0,0.43333333333333335,0.6111111111111112,0.527027027027027
cancer-noise-010-all-corrupted,0.5041647994848583,0.8028967251405308,0.6653650840123494,0.6037037037037037,100,1e-05,0,0,0.4148148148148148,0.5111111111111111,0.45901639344262296
cancer-noise-005-all-corrupted,0.5674319271777079,0.7147355165229337,0.678334285153283,0.5870370379200688,100,1e-05,0,0,0.5259259259259259,0.5407407407407407,0.5338345864661654
cancer-noise-000-control,0.5886075469648808,0.6832493704272158,0.6398706643669694,0.6203703712534021,100,1e-05,0,0,0.6222222222222222,0.3888888888888889,0.5045045045045045
